step,phase,phase_name,left_tcp_x,left_tcp_y,left_tcp_z,right_tcp_x,right_tcp_y,right_tcp_z,obj_x,obj_y,obj_z,left_grasped,right_grasped,action_left_dx,action_left_dy,action_left_dz,action_right_dx,action_right_dy,action_right_dz,action_left_gripper,action_right_gripper
0,0,LEFT_APPROACH_PRE,0.4431147873401642,0.3029959201812744,0.6739183068275452,0.4432837665081024,-0.3031669557094574,0.6733620166778564,0.5109987258911133,0.18779800832271576,0.06999997794628143,0.0,0.0,0.008017224737591599,-0.013605096704549126,-0.012272956089174924,0.0,0.0,0.0,0.0,0.0
1,0,LEFT_APPROACH_PRE,0.44664618372917175,0.3031148910522461,0.6711065769195557,0.42972639203071594,-0.3080216944217682,0.6581670045852661,0.5109987258911133,0.18779800832271576,0.06999997794628143,0.0,0.0,0.007738479951192437,-0.013867010611497444,-0.012158204832359507,0.0,0.0,0.0,0.0,0.0
2,0,LEFT_APPROACH_PRE,0.4533149003982544,0.30328088998794556,0.6661549210548401,0.4154245853424072,-0.3148614764213562,0.6435173749923706,0.5109987258911133,0.18779800832271576,0.06999997794628143,0.0,0.0,0.00716728368782626,-0.01434888492416022,-0.01194736564985885,0.0,0.0,0.0,0.0,0.0
3,0,LEFT_APPROACH_PRE,0.4612121880054474,0.3022505044937134,0.6610100269317627,0.4022400379180908,-0.3218080997467041,0.6297919154167175,0.5109987258911133,0.18779800832271576,0.06999997794628143,0.0,0.0,0.006446121568937242,-0.014818758956103042,-0.011783543597721269,0.0,0.0,0.0,0.0,0.0
4,0,LEFT_APPROACH_PRE,0.47038593888282776,0.301408976316452,0.6559689044952393,0.3907378911972046,-0.3280085325241089,0.6163588166236877,0.5109987258911133,0.18779800832271576,0.06999997794628143,0.0,0.0,0.005482772080066596,-0.015337608895895687,-0.01160590210516114,0.0,0.0,0.0,0.0,0.0
5,0,LEFT_APPROACH_PRE,0.47993722558021545,0.3004721701145172,0.6509868502616882,0.38078123331069946,-0.33339616656303406,0.6032676100730896,0.5109987258911133,0.18779800832271576,0.06999997794628143,0.0,0.0,0.004368887906060679,-0.01584793966326918,-0.011391032740434745,0.0,0.0,0.0,0.0,0.0
6,0,LEFT_APPROACH_PRE,0.4891369342803955,0.29911351203918457,0.6461441516876221,0.37222838401794434,-0.3379688560962677,0.5906133651733398,0.5109987258911133,0.18779800832271576,0.06999997794628143,0.0,0.0,0.0032002087885035753,-0.016294769414758405,-0.01114626185901975,0.0,0.0,0.0,0.0,0.0
7,0,LEFT_APPROACH_PRE,0.49750539660453796,0.29722023010253906,0.6415625214576721,0.3649493455886841,-0.34173595905303955,0.5784711241722107,0.5109987258911133,0.18779800832271576,0.06999997794628143,0.0,0.0,0.0020531531966919763,-0.016649751863678314,-0.010889000175812933,0.0,0.0,0.0,0.0,0.0
8,0,LEFT_APPROACH_PRE,0.504750669002533,0.29479730129241943,0.6373471617698669,0.35882654786109924,-0.3447168469429016,0.5668981075286865,0.5109987258911133,0.18779800832271576,0.06999997794628143,0.0,0.0,0.0009871789151329584,-0.016905647281618495,-0.010640703349827122,0.0,0.0,0.0,0.0,0.0
9,0,LEFT_APPROACH_PRE,0.5107250213623047,0.29188698530197144,0.6335634589195251,0.3537521958351135,-0.34693601727485657,0.5559378266334534,0.5109987258911133,0.18779800832271576,0.06999997794628143,0.0,0.0,4.4883308409903387e-05,-0.017068981927947476,-0.010423427528026883,0.0,0.0,0.0,0.0,0.0
10,0,LEFT_APPROACH_PRE,0.5153993964195251,0.2885318398475647,0.6302303075790405,0.34963077306747437,-0.3484225273132324,0.5456222891807556,0.5109987258911133,0.18779800832271576,0.06999997794628143,0.0,0.0,-0.0007493729635641913,-0.017153569978390133,-0.010256387139629229,0.0,0.0,0.0,0.0,0.0
11,0,LEFT_APPROACH_PRE,0.5188385844230652,0.28476619720458984,0.627324104309082,0.34637168049812317,-0.3492136597633362,0.5359768271446228,0.5109987258911133,0.18779800832271576,0.06999997794628143,0.0,0.0,-0.0013886001058750134,-0.01717505957525927,-0.010153281160898617,0.0,0.0,0.0,0.0,0.0
12,0,LEFT_APPROACH_PRE,0.5211771726608276,0.28062549233436584,0.6247888803482056,0.34389153122901917,-0.34934931993484497,0.5270212292671204,0.5109987258911133,0.18779800832271576,0.06999997794628143,0.0,0.0,-0.0018801991830855519,-0.017147425688358708,-0.010120802502476784,0.0,0.0,0.0,0.0,0.0
13,0,LEFT_APPROACH_PRE,0.5225989818572998,0.27616217732429504,0.6225541234016418,0.34211620688438416,-0.34886878728866577,0.5187664031982422,0.5109987258911133,0.18779800832271576,0.06999997794628143,0.0,0.0,-0.0022423825172642495,-0.017081197889020693,-0.010158956605989752,0.0,0.0,0.0,0.0,0.0
14,0,LEFT_APPROACH_PRE,0.5233170986175537,0.2714589238166809,0.6205487251281738,0.3409782350063324,-0.3478119373321533,0.5112206339836121,0.5109987258911133,0.18779800832271576,0.06999997794628143,0.0,0.0,-0.0025007005840264004,-0.016983647506207296,-0.010261686702192227,0.0,0.0,0.0,0.0,0.0
15,0,LEFT_APPROACH_PRE,0.5235413312911987,0.26662054657936096,0.6187122464179993,0.34040898084640503,-0.3462289571762085,0.5043879151344299,0.5109987258911133,0.18779800832271576,0.06999997794628143,0.0,0.0,-0.002682765315522282,-0.01685952519202392,-0.010419173698587688,0.0,0.0,0.0,0.0,0.0
16,0,LEFT_APPROACH_PRE,0.5234419107437134,0.2617478370666504,0.6170032024383545,0.3403468430042267,-0.34416690468788147,0.498269647359848,0.5109987258911133,0.18779800832271576,0.06999997794628143,0.0,0.0,-0.002811936039871053,-0.016711331628567024,-0.010621883585679599,0.0,0.0,0.0,0.0,0.0
17,0,LEFT_APPROACH_PRE,0.5231353640556335,0.256919264793396,0.6153969764709473,0.34073740243911743,-0.34167006611824036,0.4928617775440216,0.5109987258911133,0.18779800832271576,0.06999997794628143,0.0,0.0,-0.002904130812025226,-0.016539767270085312,-0.010862878204143703,0.0,0.0,0.0,0.0,0.0
18,0,LEFT_APPROACH_PRE,0.5227278470993042,0.25222185254096985,0.6138792037963867,0.3415289521217346,-0.338783860206604,0.48815807700157166,0.5109987258911133,0.18779800832271576,0.06999997794628143,0.0,0.0,-0.0029759878047231226,-0.016346030646611224,-0.011133318404060214,0.0,0.0,0.0,0.0,0.0
19,0,LEFT_APPROACH_PRE,0.5222848653793335,0.24771499633789062,0.6124444007873535,0.34243983030319214,-0.3358563482761383,0.4841373860836029,0.5109987258911133,0.18779800832271576,0.06999997794628143,0.0,0.0,-0.003038415222774219,-0.016130643137815485,-0.011426739906660177,0.0,0.0,0.0,0.0,0.0
20,0,LEFT_APPROACH_PRE,0.5218260288238525,0.24341654777526855,0.6110909581184387,0.3432767391204834,-0.3331378698348999,0.4807203710079193,0.5109987258911133,0.18779800832271576,0.06999997794628143,0.0,0.0,-0.0030937926078802415,-0.015892436674981802,-0.011741333136876706,0.0,0.0,0.0,0.0,0.0
21,0,LEFT_APPROACH_PRE,0.5213631391525269,0.23933793604373932,0.6098200082778931,0.34402674436569214,-0.33064135909080505,0.4778156578540802,0.5109987258911133,0.18779800832271576,0.06999997794628143,0.0,0.0,-0.0031431061040380743,-0.015629969332150714,-0.012075799878053082,0.0,0.0,0.0,0.0,0.0
22,0,LEFT_APPROACH_PRE,0.5209065079689026,0.235487163066864,0.6086307764053345,0.34469419717788696,-0.328355610370636,0.4753436744213104,0.5109987258911133,0.18779800832271576,0.06999997794628143,0.0,0.0,-0.003187463914742912,-0.01534222883366852,-0.012428036377785594,0.0,0.0,0.0,0.0,0.0
23,0,LEFT_APPROACH_PRE,0.5204632878303528,0.23187009990215302,0.6075230836868286,0.34528493881225586,-0.32626834511756897,0.4732382893562317,0.5109987258911133,0.18779800832271576,0.06999997794628143,0.0,0.0,-0.003227430747167029,-0.015028653662851528,-0.012795439025461387,0.0,0.0,0.0,0.0,0.0
