step,phase,phase_name,left_tcp_x,left_tcp_y,left_tcp_z,right_tcp_x,right_tcp_y,right_tcp_z,obj_x,obj_y,obj_z,left_grasped,right_grasped,action_left_dx,action_left_dy,action_left_dz,action_right_dx,action_right_dy,action_right_dz,action_left_gripper,action_right_gripper
0,0,LEFT_APPROACH_PRE,0.4431147873401642,0.3029959201812744,0.6739183068275452,0.44269227981567383,-0.3036159574985504,0.6764086484909058,0.5515698194503784,0.17950864136219025,0.06999994814395905,0.0,0.0,0.01115508186078413,-0.012701215215099504,-0.010688464844818907,-0.007953227960594403,-8.959371789820396e-05,-0.01835042609784668,0.0,0.0
1,0,LEFT_APPROACH_PRE,0.44718050956726074,0.30131131410598755,0.6703801155090332,0.42923420667648315,-0.308398574590683,0.6610144376754761,0.5515698194503784,0.17950864136219025,0.06999994814395905,0.0,0.0,0.011032875827949897,-0.012873289088694933,-0.010609150720200316,-0.007417938874290639,0.00034674717892613563,-0.01857024365083007,0.0,0.0
2,0,LEFT_APPROACH_PRE,0.45390260219573975,0.2998860478401184,0.6656252145767212,0.41494783759117126,-0.31524011492729187,0.646248996257782,0.5515698194503784,0.17950864136219025,0.06999994814395905,0.0,0.0,0.010724602859498302,-0.013218354264832524,-0.01050038113762661,-0.006666711285669635,0.0010754152546410807,-0.01882547323876907,0.0,0.0
3,0,LEFT_APPROACH_PRE,0.4616308808326721,0.2985265254974365,0.6610948443412781,0.4017949104309082,-0.32217642664909363,0.6323266625404358,0.5515698194503784,0.17950864136219025,0.06999994814395905,0.0,0.0,0.010290915810996268,-0.013618161882528604,-0.010423181794069985,-0.0058259775332853685,0.001947033058071713,-0.019033314163656053,0.0,0.0
4,0,LEFT_APPROACH_PRE,0.470566987991333,0.298054039478302,0.6566221117973328,0.3903171420097351,-0.32836881279945374,0.6187060475349426,0.5515698194503784,0.17950864136219025,0.06999994814395905,0.0,0.0,0.009661376155538333,-0.014139156151434835,-0.010331605591897993,-0.004974829133182379,0.00288191102748217,-0.019155825848167354,0.0,0.0
5,0,LEFT_APPROACH_PRE,0.48011499643325806,0.2978196442127228,0.652168869972229,0.38037794828414917,-0.3337540328502655,0.6054415702819824,0.5515698194503784,0.17950864136219025,0.06999994814395905,0.0,0.0,0.008887694766266635,-0.01471576076221609,-0.010220335950001743,-0.004118907366410734,0.0038677835715595333,-0.019185276968303102,0.0,0.0
6,0,LEFT_APPROACH_PRE,0.4897022843360901,0.2972634732723236,0.6478081345558167,0.371837317943573,-0.33832892775535583,0.5926260352134705,0.5515698194503784,0.17950864136219025,0.06999994814395905,0.0,0.0,0.008029345513799847,-0.015282558608149917,-0.01009816879481053,-0.003262143150648184,0.004894588404071995,-0.019115476097115735,0.0,0.0
7,0,LEFT_APPROACH_PRE,0.4988984167575836,0.2961007356643677,0.6436396837234497,0.36456555128097534,-0.34210190176963806,0.5803331732749939,0.5515698194503784,0.17950864136219025,0.06999994814395905,0.0,0.0,0.007136220405333532,-0.01579655828253815,-0.009977129083703217,-0.002410119756850678,0.005950082032676087,-0.018941695979031635,0.0,0.0
8,0,LEFT_APPROACH_PRE,0.5073820352554321,0.2942325472831726,0.6397461295127869,0.3584460914134979,-0.34509190917015076,0.568619430065155,0.5515698194503784,0.17950864136219025,0.06999994814395905,0.0,0.0,0.006252432201303858,-0.01623307112380036,-0.009868864851528642,-0.0015705731746691973,0.007020298181562413,-0.018661423132895334,0.0,0.0
9,0,LEFT_APPROACH_PRE,0.5149253606796265,0.29166895151138306,0.636178731918335,0.35337236523628235,-0.34732282161712646,0.5575270056724548,0.5515698194503784,0.17950864136219025,0.06999994814395905,0.0,0.0,0.0054173199777416605,-0.01658117787145188,-0.009783515965849686,-0.0007529194649529964,0.008089559122541484,-0.018275451991187543,0.0,0.0
10,0,LEFT_APPROACH_PRE,0.5213919281959534,0.28847184777259827,0.6329564452171326,0.34924888610839844,-0.348823219537735,0.5470868945121765,0.5515698194503784,0.17950864136219025,0.06999994814395905,0.0,0.0,0.0046638836093163055,-0.01683986823703376,-0.009729698219271353,3.1749627437656766e-05,0.009141381606365566,-0.01778859562438696,0.0,0.0
11,0,LEFT_APPROACH_PRE,0.5267404913902283,0.28472086787223816,0.6300699710845947,0.3459838032722473,-0.349631667137146,0.5373251438140869,0.5515698194503784,0.17950864136219025,0.06999994814395905,0.0,0.0,0.0040153841113926515,-0.01701485846210759,-0.00971448824964142,0.0007724210828639512,0.010160100888813623,-0.01720975640733697,0.0,0.0
12,0,LEFT_APPROACH_PRE,0.5310215950012207,0.2804994583129883,0.6274874806404114,0.3434986472129822,-0.34978315234184265,0.5282573699951172,0.5515698194503784,0.17950864136219025,0.06999994814395905,0.0,0.0,0.0034824759226752436,-0.017115741037025383,-0.009742883053874378,0.0014564342496523818,0.011130305339289359,-0.016552797417072024,0.0,0.0
