step,phase,phase_name,left_tcp_x,left_tcp_y,left_tcp_z,right_tcp_x,right_tcp_y,right_tcp_z,obj_x,obj_y,obj_z,left_grasped,right_grasped,action_left_dx,action_left_dy,action_left_dz,action_right_dx,action_right_dy,action_right_dz,action_left_gripper,action_right_gripper
0,0,LEFT_APPROACH_PRE,0.4431147873401642,0.3029959201812744,0.6739183068275452,0.4432837665081024,-0.3031669557094574,0.6733620166778564,0.5205191969871521,0.21053358912467957,0.06999995559453964,0.0,0.0,0.009725110481859141,-0.011616991706758815,-0.013056329108931439,0.0,0.0,0.0,0.0,0.0
1,0,LEFT_APPROACH_PRE,0.4464062452316284,0.3041839599609375,0.6716446876525879,0.42972639203071594,-0.3080216944217682,0.6581670045852661,0.5205191969871521,0.21053358912467957,0.06999995559453964,0.0,0.0,0.009451542593697848,-0.011943127994608858,-0.012962640020609442,0.0,0.0,0.0,0.0,0.0
2,0,LEFT_APPROACH_PRE,0.4528884291648865,0.3057831823825836,0.6672775149345398,0.4154245853424072,-0.3148614764213562,0.6435173749923706,0.5205191969871521,0.21053358912467957,0.06999995559453964,0.0,0.0,0.008897759090630444,-0.012531396013669812,-0.012798202886096302,0.0,0.0,0.0,0.0,0.0
3,0,LEFT_APPROACH_PRE,0.4604567289352417,0.3058081567287445,0.6625580787658691,0.4022400379180908,-0.3218080997467041,0.6297919154167175,0.5205191969871521,0.21053358912467957,0.06999995559453964,0.0,0.0,0.008240163442596727,-0.013071024792083205,-0.01269834703117058,0.0,0.0,0.0,0.0,0.0
4,0,LEFT_APPROACH_PRE,0.46908196806907654,0.3059068024158478,0.6580235362052917,0.3907378911972046,-0.3280085325241089,0.6163588166236877,0.5205191969871521,0.21053358912467957,0.06999995559453964,0.0,0.0,0.007368884706051038,-0.01366314297194311,-0.012610236410042781,0.0,0.0,0.0,0.0,0.0
5,0,LEFT_APPROACH_PRE,0.47794389724731445,0.30591776967048645,0.6535677313804626,0.38078123331069946,-0.33339616656303406,0.6032676100730896,0.5205191969871521,0.21053358912467957,0.06999995559453964,0.0,0.0,0.006365455535905138,-0.014260939178426014,-0.012494262265922249,0.0,0.0,0.0,0.0,0.0
6,0,LEFT_APPROACH_PRE,0.4864068329334259,0.3054840862751007,0.6492085456848145,0.37222838401794434,-0.3379688560962677,0.5906133651733398,0.5205191969871521,0.21053358912467957,0.06999995559453964,0.0,0.0,0.005318828064051138,-0.01480476017856353,-0.012350268988175183,0.0,0.0,0.0,0.0,0.0
7,0,LEFT_APPROACH_PRE,0.49407505989074707,0.30444881319999695,0.6450291872024536,0.3649493455886841,-0.34173595905303955,0.5784711241722107,0.5205191969871521,0.21053358912467957,0.06999995559453964,0.0,0.0,0.0042970562147758296,-0.015260811718063939,-0.012191920832783438,0.0,0.0,0.0,0.0,0.0
8,0,LEFT_APPROACH_PRE,0.5007244348526001,0.3027786314487457,0.6411104798316956,0.35882654786109924,-0.3447168469429016,0.5668981075286865,0.5205191969871521,0.21053358912467957,0.06999995559453964,0.0,0.0,0.0033509932573134423,-0.015615874176582254,-0.012038077832054062,0.0,0.0,0.0,0.0,0.0
9,0,LEFT_APPROACH_PRE,0.5062492489814758,0.30048516392707825,0.6375045776367188,0.3537521958351135,-0.34693601727485657,0.5559378266334534,0.5205191969871521,0.21053358912467957,0.06999995559453964,0.0,0.0,0.002517506238710244,-0.015869269506572244,-0.01190917493640224,0.0,0.0,0.0,0.0,0.0
10,0,LEFT_APPROACH_PRE,0.510644793510437,0.2976035177707672,0.6342275738716125,0.34963077306747437,-0.3484225273132324,0.5456222891807556,0.5205191969871521,0.21053358912467957,0.06999995559453964,0.0,0.0,0.0018177275078730163,-0.016028249684322766,-0.011823327736476262,0.0,0.0,0.0,0.0,0.0
