step,phase,phase_name,left_tcp_x,left_tcp_y,left_tcp_z,right_tcp_x,right_tcp_y,right_tcp_z,obj_x,obj_y,obj_z,left_grasped,right_grasped,action_left_dx,action_left_dy,action_left_dz,action_right_dx,action_right_dy,action_right_dz,action_left_gripper,action_right_gripper
0,0,LEFT_APPROACH_PRE,0.4431147873401642,0.3029959201812744,0.6739183068275452,0.4432837665081024,-0.3031669557094574,0.6733620166778564,0.5529764294624329,0.1745547205209732,0.06999997794628143,0.0,0.0,0.011074314810159542,-0.012947178397804194,-0.010475214700468598,0.0,0.0,0.0,0.0,0.0
1,0,LEFT_APPROACH_PRE,0.44717052578926086,0.3009924292564392,0.6703478097915649,0.42972639203071594,-0.3080216944217682,0.6581670045852661,0.5529764294624329,0.1745547205209732,0.06999997794628143,0.0,0.0,0.01096403758974348,-0.013101989049862317,-0.010398450012765363,0.0,0.0,0.0,0.0,0.0
2,0,LEFT_APPROACH_PRE,0.45379385352134705,0.29914790391921997,0.6656591296195984,0.4154245853424072,-0.3148614764213562,0.6435173749923706,0.5529764294624329,0.1745547205209732,0.06999997794628143,0.0,0.0,0.01067786943791107,-0.013413542979267206,-0.010298542081784013,0.0,0.0,0.0,0.0,0.0
3,0,LEFT_APPROACH_PRE,0.46142861247062683,0.2974938750267029,0.6611630320549011,0.4022400379180908,-0.3218080997467041,0.6297919154167175,0.5529764294624329,0.1745547205209732,0.06999997794628143,0.0,0.0,0.010266566623532463,-0.01378692645928187,-0.01022341765609342,0.0,0.0,0.0,0.0,0.0
4,0,LEFT_APPROACH_PRE,0.47026073932647705,0.29675623774528503,0.6566858887672424,0.3907378911972046,-0.3280085325241089,0.6163588166236877,0.5529764294624329,0.1745547205209732,0.06999997794628143,0.0,0.0,0.009666329454930135,-0.01428072622547149,-0.010130297791372221,0.0,0.0,0.0,0.0,0.0
5,0,LEFT_APPROACH_PRE,0.47976234555244446,0.2963370978832245,0.652192234992981,0.38078123331069946,-0.33339616656303406,0.6032676100730896,0.5529764294624329,0.1745547205209732,0.06999997794628143,0.0,0.0,0.008920124063952295,-0.014837499246864632,-0.010013990352651167,0.0,0.0,0.0,0.0,0.0
6,0,LEFT_APPROACH_PRE,0.4893830418586731,0.29567524790763855,0.6477657556533813,0.37222838401794434,-0.3379688560962677,0.5906133651733398,0.5529764294624329,0.1745547205209732,0.06999997794628143,0.0,0.0,0.008082592782421752,-0.015394177560698136,-0.009883875309980486,0.0,0.0,0.0,0.0,0.0
7,0,LEFT_APPROACH_PRE,0.49869218468666077,0.2944577932357788,0.6435186862945557,0.3649493455886841,-0.34173595905303955,0.5784711241722107,0.5529764294624329,0.1745547205209732,0.06999997794628143,0.0,0.0,0.007201420235288462,-0.015906501374171208,-0.009753089799046625,0.0,0.0,0.0,0.0,0.0
8,0,LEFT_APPROACH_PRE,0.5073550343513489,0.2925584018230438,0.6395474076271057,0.35882654786109924,-0.3447168469429016,0.5668981075286865,0.5529764294624329,0.1745547205209732,0.06999997794628143,0.0,0.0,0.006320016003809137,-0.01634726760375389,-0.009634533699295202,0.0,0.0,0.0,0.0,0.0
9,0,LEFT_APPROACH_PRE,0.5151233673095703,0.28997018933296204,0.6359137296676636,0.3537521958351135,-0.34693601727485657,0.5559378266334534,0.5529764294624329,0.1745547205209732,0.06999997794628143,0.0,0.0,0.005478159976210792,-0.01670312428960595,-0.00953915102307422,0.0,0.0,0.0,0.0,0.0
