step,phase,phase_name,left_pos_x,left_pos_y,left_pos_z,left_rot6d_0,left_rot6d_1,left_rot6d_2,left_rot6d_3,left_rot6d_4,left_rot6d_5,right_pos_x,right_pos_y,right_pos_z,right_rot6d_0,right_rot6d_1,right_rot6d_2,right_rot6d_3,right_rot6d_4,right_rot6d_5,obj_pos_x,obj_pos_y,obj_pos_z,obj_rot6d_0,obj_rot6d_1,obj_rot6d_2,obj_rot6d_3,obj_rot6d_4,obj_rot6d_5,left_grip_state,right_grip_state,phase_0,phase_1,phase_2,phase_3,phase_4,phase_5,phase_6,phase_7,phase_8,phase_9,phase_10,phase_11,action_left_pos_x,action_left_pos_y,action_left_pos_z,action_left_rot6d_0,action_left_rot6d_1,action_left_rot6d_2,action_left_rot6d_3,action_left_rot6d_4,action_left_rot6d_5,action_left_grip_cmd,action_right_pos_x,action_right_pos_y,action_right_pos_z,action_right_rot6d_0,action_right_rot6d_1,action_right_rot6d_2,action_right_rot6d_3,action_right_rot6d_4,action_right_rot6d_5,action_right_grip_cmd,episode_id
364,9,LEFT_POST_RELEASE_UP,0.5179104208946228,-0.0104876132681965,0.5195838212966919,0.9999021887779236,-0.0007278831908479,0.0139651848003268,-0.0001486914989072,-0.9991415143013,-0.04143026471138,0.4027144610881805,-0.1479789316654205,0.1938425898551941,0.02526162751019,-0.0144729614257812,0.9995760917663574,0.9027718305587769,-0.4291392564773559,-0.0290287733078002,0.4876374304294586,0.0300775915384292,0.2389088720083236,0.9982835650444032,0.0523104481399059,0.0263347197324037,-0.054918210953474,0.9923397898674012,0.1106603369116783,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.507669061422348,0.009552031755447301,0.5439667403697968,3.3299613278359175e-05,-6.364478031173348e-05,-1.0001543760299685,-5.605353362625465e-05,1.0000157356262207,0.0001249458582606,0,0.4133026301860809,-0.1502542495727539,0.1968887895345688,-0.0084095196798443,-0.0139954984188079,0.9998667240142822,0.8571821451187134,-0.5150134563446045,6.258487701416016e-07,1,dagger_round2_round1_rollout_phase4_zonly_ori_fixed_ep000_1776841633
365,10,LEFT_GO_HOME,0.5185864567756653,-0.0080465227365493,0.5183129906654358,0.9999139308929444,-0.0010865629883483,0.0130762234330177,-0.0005718781612813,-0.9992272853851318,-0.0392999127507209,0.4026007056236267,-0.1479328125715255,0.1938318461179733,0.0233317967504262,-0.013424128293991,0.9996377229690552,0.9032543897628784,-0.4282657504081726,-0.0268334150314331,0.4873294532299042,0.03025090880692,0.238911285996437,0.998060405254364,0.05627928301692,0.0266086012125015,-0.0588583014905452,0.9923084378242492,0.108902022242546,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5467501878738403,0.2058698982000351,0.5699999332427979,3.912435204256326e-05,-0.0001618341484572,-1.000112533569336,-0.0002034159260801,1.000023603439331,9.846283501246944e-05,0,0.4133026301860809,-0.1502542495727539,0.1968887895345688,-0.0084095196798443,-0.0139954984188079,0.9998667240142822,0.8571821451187134,-0.5150134563446045,6.258487701416016e-07,1,dagger_round2_round1_rollout_phase4_zonly_ori_fixed_ep000_1776841633
366,10,LEFT_GO_HOME,0.5196548104286194,-0.0057702763006091,0.5211155414581299,0.999922811985016,-0.0011436874046921,0.0123710427433252,-0.00069310789695,-0.999338448047638,-0.0363652668893337,0.4025195240974426,-0.1478907465934753,0.1938284188508987,0.0219007916748523,-0.012662649154663,0.9996799230575562,0.9035923480987548,-0.4276508092880249,-0.0252126455307006,0.4871014654636383,0.0304934363812208,0.2388550192117691,0.9981003403663636,0.0548511855304241,0.0280541367828845,-0.0575338713824749,0.9927000403404236,0.1060024201869964,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5467501878738403,0.2058698982000351,0.5699999332427979,0.0001142195251304,2.8744470910169184e-05,-1.0001322031021118,9.708659490570426e-05,0.999970555305481,9.405439050169662e-05,0,0.4133026301860809,-0.1502542495727539,0.1968887895345688,-0.0084095196798443,-0.0139954984188079,0.9998667240142822,0.8571821451187134,-0.5150134563446045,6.258487701416016e-07,1,dagger_round2_round1_rollout_phase4_zonly_ori_fixed_ep000_1776841633
367,10,LEFT_GO_HOME,0.5230858325958252,-0.000890300492756,0.5250034332275391,0.999879002571106,0.0036582206375896,0.0151179376989603,0.004096598830074,-0.9995691776275636,-0.0290687344968318,0.4024347066879272,-0.1478541940450668,0.1938205510377884,0.0202974770218133,-0.0117969810962677,0.9997243881225586,0.9039452075958252,-0.427008181810379,-0.0233916938304901,0.4867715537548065,0.0305380504578351,0.2388787120580673,0.9979074001312256,0.0574645474553108,0.0296419579535722,-0.0603251680731773,0.9924371242523192,0.1069086194038391,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5467501878738403,0.2058698982000351,0.5699999332427979,9.80693439487368e-05,9.521274478174746e-06,-1.000151753425598,8.742540376260877e-05,0.9999595880508424,0.0001070166836143,0,0.4133026301860809,-0.1502542495727539,0.1968887895345688,-0.0084095196798443,-0.0139954984188079,0.9998667240142822,0.8571821451187134,-0.5150134563446045,6.258487701416016e-07,1,dagger_round2_round1_rollout_phase4_zonly_ori_fixed_ep000_1776841633
368,10,LEFT_GO_HOME,0.5271981954574585,0.0044295149855315,0.528757631778717,0.9997601509094238,0.0097365751862525,0.0196183659136295,0.0101503487676382,-0.9997257590293884,-0.0211031176149845,0.402360051870346,-0.1478215605020523,0.1938136518001556,0.0189005881547927,-0.0110440552234649,0.9997603893280028,0.9042539596557616,-0.4264380037784576,-0.0218057632446289,0.4865176081657409,0.0307343043386936,0.2388049662113189,0.9979262351989746,0.0561534389853477,0.0314637683331966,-0.0591792985796928,0.9926732778549194,0.1053451746702194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5467501878738403,0.2058698982000351,0.5699999332427979,8.471064211335033e-05,4.493980668485165e-06,-1.0001696348190308,5.4288029787130654e-05,0.9999539852142334,9.029248758452012e-05,0,0.4133026301860809,-0.1502542495727539,0.1968887895345688,-0.0084095196798443,-0.0139954984188079,0.9998667240142822,0.8571821451187134,-0.5150134563446045,6.258487701416016e-07,1,dagger_round2_round1_rollout_phase4_zonly_ori_fixed_ep000_1776841633
369,10,LEFT_GO_HOME,0.5314443707466125,0.0097994115203619,0.5321948528289795,0.9995881915092468,0.0156231084838509,0.0240690857172012,0.0159513279795646,-0.9997817277908324,-0.0135054141283035,0.4022864699363708,-0.1477862894535064,0.193808376789093,0.0178234074264764,-0.0104503631591796,0.999786615371704,0.9045459032058716,-0.4258798062801361,-0.0205771923065185,0.4862977266311645,0.0308339856564998,0.2387866973876953,0.9979088306427002,0.0556449405848979,0.0328878797590732,-0.058814164251089,0.9927414655685424,0.1049059629440307,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5467501878738403,0.2058698982000351,0.5699999332427979,7.26002108422108e-05,1.3716256944462655e-05,-1.0001813173294067,2.832830068655312e-05,0.9999480843544006,7.483107765438035e-05,0,0.4133026301860809,-0.1502542495727539,0.1968887895345688,-0.0084095196798443,-0.0139954984188079,0.9998667240142822,0.8571821451187134,-0.5150134563446045,6.258487701416016e-07,1,dagger_round2_round1_rollout_phase4_zonly_ori_fixed_ep000_1776841633
370,10,LEFT_GO_HOME,0.5356616377830505,0.015206835232675,0.5353386402130127,0.9994001984596252,0.0206844490021467,0.0277732294052839,0.0208842437714338,-0.9997581839561462,-0.0069231167435646,0.4022217988967895,-0.1477605104446411,0.1938005834817886,0.0166321974247694,-0.0097973942756652,0.999813675880432,0.9048104286193848,-0.4253805875778198,-0.0192202031612396,0.4860155582427978,0.0309929996728897,0.2387780100107193,0.9977274537086488,0.0586726292967796,0.033127948641777,-0.0618228241801261,0.9926718473434448,0.1038295850157737,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5467501878738403,0.2058698982000351,0.5699999332427979,5.9526151744648814e-05,2.131176006514579e-05,-1.0001864433288574,8.55758844409138e-06,0.9999459981918336,7.073252345435321e-05,0,0.4133026301860809,-0.1502542495727539,0.1968887895345688,-0.0084095196798443,-0.0139954984188079,0.9998667240142822,0.8571821451187134,-0.5150134563446045,6.258487701416016e-07,1,dagger_round2_round1_rollout_phase4_zonly_ori_fixed_ep000_1776841633
371,10,LEFT_GO_HOME,0.539778470993042,0.0206670649349689,0.5382289290428162,0.9992327690124512,0.0246186852455139,0.0304593499749898,0.0246794149279594,-0.9996939897537231,-0.0016194495838135,0.4021514356136322,-0.1477266550064087,0.1937964260578155,0.0156254805624485,-0.0092480480670928,0.9998352527618408,0.9050896167755128,-0.424837052822113,-0.0180744528770446,0.4857814013957977,0.0310691203922033,0.238740861415863,0.9976791143417358,0.0585486218333244,0.0347620621323585,-0.0618668347597122,0.9926890730857848,0.1036381050944328,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5467501878738403,0.2058698982000351,0.5699999332427979,4.595307837007567e-05,4.156885552220047e-05,-1.0001908540725708,-6.7405926529318094e-06,0.9999468922615052,6.929334631422535e-05,0,0.4133026301860809,-0.1502542495727539,0.1968887895345688,-0.0084095196798443,-0.0139954984188079,0.9998667240142822,0.8571821451187134,-0.5150134563446045,6.258487701416016e-07,1,dagger_round2_round1_rollout_phase4_zonly_ori_fixed_ep000_1776841633
372,10,LEFT_GO_HOME,0.5437864661216736,0.02617859095335,0.5408744812011719,0.9991127252578736,0.0273198150098323,0.0320534408092498,0.0272579081356525,-0.999625563621521,0.0023667775094509,0.4020900130271911,-0.1477045714855194,0.1937866806983947,0.0144921420142054,-0.0086134374141693,0.9998579025268556,0.9053304195404052,-0.4243765473365783,-0.0167779326438903,0.4856268763542175,0.0311722140759229,0.2387481778860092,0.9976197481155396,0.0593288913369178,0.0351410210132598,-0.0626570433378219,0.9927337169647216,0.1027321740984916,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5467501878738403,0.2058698982000351,0.5699999332427979,2.5646291760494933e-05,5.810188304167241e-05,-1.0001965761184692,-2.8921087505295876e-05,0.9999498128890992,7.169436867116019e-05,0,0.4133026301860809,-0.1502542495727539,0.1968887895345688,-0.0084095196798443,-0.0139954984188079,0.9998667240142822,0.8571821451187134,-0.5150134563446045,6.258487701416016e-07,1,dagger_round2_round1_rollout_phase4_zonly_ori_fixed_ep000_1776841633
373,10,LEFT_GO_HOME,0.5477098226547241,0.0317198596894741,0.5432882308959961,0.9990495443344116,0.0288682542741298,0.0326601937413215,0.0287139862775802,-0.9995744228363036,0.005182784050703,0.4020426571369171,-0.1476791501045227,0.1937849670648574,0.0137655111029744,-0.0082214176654815,0.9998714923858644,0.9055194854736328,-0.4240047931671142,-0.0159529447555542,0.4854660630226135,0.0311714690178632,0.238690972328186,0.9976022839546204,0.0584784410893917,0.0370125360786914,-0.0620090626180172,0.992767333984375,0.1028003245592117,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5467501878738403,0.2058698982000351,0.5699999332427979,4.75114029541146e-06,7.664166332688183e-05,-1.0001981258392334,-3.946985816583037e-05,0.9999545216560364,6.883692549308762e-05,0,0.4133026301860809,-0.1502542495727539,0.1968887895345688,-0.0084095196798443,-0.0139954984188079,0.9998667240142822,0.8571821451187134,-0.5150134563446045,6.258487701416016e-07,1,dagger_round2_round1_rollout_phase4_zonly_ori_fixed_ep000_1776841633
