step,phase,phase_name,left_tcp_x,left_tcp_y,left_tcp_z,right_tcp_x,right_tcp_y,right_tcp_z,obj_x,obj_y,obj_z,left_grasped,right_grasped,action_left_dx,action_left_dy,action_left_dz,action_right_dx,action_right_dy,action_right_dz,action_left_gripper,action_right_gripper
0,0,LEFT_APPROACH_PRE,0.4431147873401642,0.3029959201812744,0.6739183068275452,0.44269227981567383,-0.3036159574985504,0.6764086484909058,0.5305893421173096,0.1901237517595291,0.06999996304512024,0.0,0.0,0.00990598031898888,-0.01278211111558052,-0.011768142986417098,-0.007953227960594403,-8.959371789820396e-05,-0.01835042609784668,0.0,0.0
1,0,LEFT_APPROACH_PRE,0.44691064953804016,0.3026590049266815,0.6708212494850159,0.42923420667648315,-0.308398574590683,0.6610144376754761,0.5305893421173096,0.1901237517595291,0.06999996304512024,0.0,0.0,0.009689675628303687,-0.013031156036595217,-0.011674723061733228,-0.007417938874290639,0.00034674717892613563,-0.01857024365083007,0.0,0.0
2,0,LEFT_APPROACH_PRE,0.45374658703804016,0.3025975823402405,0.665910005569458,0.41494783759117126,-0.31524011492729187,0.646248996257782,0.5305893421173096,0.1901237517595291,0.06999996304512024,0.0,0.0,0.009225095106963732,-0.013502662457654467,-0.011514153326325062,-0.006666711285669635,0.0010754152546410807,-0.01882547323876907,0.0,0.0
3,0,LEFT_APPROACH_PRE,0.46164754033088684,0.301801472902298,0.6610730886459351,0.4017949104309082,-0.32217642664909363,0.6323266625404358,0.5305893421173096,0.1901237517595291,0.06999996304512024,0.0,0.0,0.008631357410117908,-0.013981797704053537,-0.011402149017695125,-0.0058259775332853685,0.001947033058071713,-0.019033314163656053,0.0,0.0
4,0,LEFT_APPROACH_PRE,0.47078007459640503,0.30146992206573486,0.6564146876335144,0.3903171420097351,-0.32836881279945374,0.6187060475349426,0.5305893421173096,0.1901237517595291,0.06999996304512024,0.0,0.0,0.007812596234820546,-0.014544613350964413,-0.011287938808419174,-0.004974829133182379,0.00288191102748217,-0.019155825848167354,0.0,0.0
5,0,LEFT_APPROACH_PRE,0.4803238809108734,0.3010875880718231,0.6518524289131165,0.38037794828414917,-0.3337540328502655,0.6054415702819824,0.5305893421173096,0.1901237517595291,0.06999996304512024,0.0,0.0,0.006849875974395006,-0.015121486964193189,-0.011154363770612002,-0.004118907366410734,0.0038677835715595333,-0.019185276968303102,0.0,0.0
6,0,LEFT_APPROACH_PRE,0.48962318897247314,0.3002348840236664,0.6474218368530273,0.371837317943573,-0.33832892775535583,0.5926260352134705,0.5305893421173096,0.1901237517595291,0.06999996304512024,0.0,0.0,0.005823141085063229,-0.015651766372673143,-0.011005145947178845,-0.003262143150648184,0.004894588404071995,-0.019115476097115735,0.0,0.0
7,0,LEFT_APPROACH_PRE,0.49823835492134094,0.29875293374061584,0.643202543258667,0.36456555128097534,-0.34210190176963806,0.5803331732749939,0.5305893421173096,0.1901237517595291,0.06999996304512024,0.0,0.0,0.00479530448523869,-0.01610182713826512,-0.01085063213381039,-0.002410119756850678,0.005950082032676087,-0.018941695979031635,0.0,0.0
8,0,LEFT_APPROACH_PRE,0.5058798789978027,0.2966243028640747,0.639271080493927,0.3584460914134979,-0.34509190917015076,0.568619430065155,0.5305893421173096,0.1901237517595291,0.06999996304512024,0.0,0.0,0.0038182783606014736,-0.01645720701044248,-0.010704255591885195,-0.0015705731746691973,0.007020298181562413,-0.018661423132895334,0.0,0.0
9,0,LEFT_APPROACH_PRE,0.5123800039291382,0.293890118598938,0.6356796026229858,0.35337236523628235,-0.34732282161712646,0.5575270056724548,0.5305893421173096,0.1901237517595291,0.06999996304512024,0.0,0.0,0.002933476585213459,-0.01671648932599918,-0.010580817536360785,-0.0007529194649529964,0.008089559122541484,-0.018275451991187543,0.0,0.0
10,0,LEFT_APPROACH_PRE,0.5176787972450256,0.2906087636947632,0.6324479579925537,0.34924888610839844,-0.348823219537735,0.5470868945121765,0.5305893421173096,0.1901237517595291,0.06999996304512024,0.0,0.0,0.002169634803091422,-0.01688664430823304,-0.010494471345829438,3.1749627437656766e-05,0.009141381606365566,-0.01778859562438696,0.0,0.0
11,0,LEFT_APPROACH_PRE,0.5218120813369751,0.2868388295173645,0.6295632123947144,0.3459838032722473,-0.349631667137146,0.5373251438140869,0.5305893421173096,0.1901237517595291,0.06999996304512024,0.0,0.0,0.0015409005770189756,-0.016978909804911214,-0.010456684333402841,0.0007724210828639512,0.010160100888813623,-0.01720975640733697,0.0,0.0
12,0,LEFT_APPROACH_PRE,0.5248956084251404,0.2826445400714874,0.6269868016242981,0.3434986472129822,-0.34978315234184265,0.5282573699951172,0.5305893421173096,0.1901237517595291,0.06999996304512024,0.0,0.0,0.0010465284189911397,-0.017005648586813193,-0.010474382769884934,0.0014564342496523818,0.011130305339289359,-0.016552797417072024,0.0,0.0
13,0,LEFT_APPROACH_PRE,0.5271061658859253,0.278109073638916,0.6246646046638489,0.3417178690433502,-0.3493186831474304,0.5198955535888672,0.5305893421173096,0.1901237517595291,0.06999996304512024,0.0,0.0,0.0006721519612792094,-0.016978614556493268,-0.010548689941551203,0.0020718419990139593,0.012038900985067186,-0.015835792806262343,0.0,0.0
