step,phase,phase_name,left_pos_x,left_pos_y,left_pos_z,left_rot6d_0,left_rot6d_1,left_rot6d_2,left_rot6d_3,left_rot6d_4,left_rot6d_5,right_pos_x,right_pos_y,right_pos_z,right_rot6d_0,right_rot6d_1,right_rot6d_2,right_rot6d_3,right_rot6d_4,right_rot6d_5,obj_pos_x,obj_pos_y,obj_pos_z,obj_rot6d_0,obj_rot6d_1,obj_rot6d_2,obj_rot6d_3,obj_rot6d_4,obj_rot6d_5,left_grip_state,right_grip_state,phase_0,phase_1,phase_2,phase_3,phase_4,phase_5,phase_6,phase_7,phase_8,phase_9,phase_10,phase_11,action_left_pos_x,action_left_pos_y,action_left_pos_z,action_left_rot6d_0,action_left_rot6d_1,action_left_rot6d_2,action_left_rot6d_3,action_left_rot6d_4,action_left_rot6d_5,action_left_grip_cmd,action_right_pos_x,action_right_pos_y,action_right_pos_z,action_right_rot6d_0,action_right_rot6d_1,action_right_rot6d_2,action_right_rot6d_3,action_right_rot6d_4,action_right_rot6d_5,action_right_grip_cmd
0,0,LEFT_APPROACH_PRE,0.4431147873401642,0.3029959201812744,0.6739183068275452,0.706971287727356,-0.7072420716285706,0.0005701186018995941,-0.7072420716285706,-0.7069703340530396,0.0013182044494897127,0.44269227981567383,-0.3036159574985504,0.6764086484909058,0.7071073651313782,0.7071061730384827,0.00030255079036578536,0.7071061730384827,-0.7071076035499573,0.00015628796245437115,0.5120955109596252,0.20218829810619354,0.06999993324279785,1.0,2.993108694226976e-08,-1.547375774180182e-07,-2.993108694226976e-08,1.0,-5.422797766385656e-09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5120955109596252,0.20218829810619354,0.5699999332427979,-1.3435885648505064e-07,-0.0,-1.0000001192092896,0.0,1.0,-0.0,0.0,0.3494022488594055,-0.3046668767929077,0.46116122603416443,-0.024483243003487587,0.2677595615386963,0.9631747007369995,0.8274203538894653,-0.5352850556373596,0.1698399782180786,0.0
1,0,LEFT_APPROACH_PRE,0.44640854001045227,0.3039790689945221,0.6715642213821411,0.7181443572044373,-0.6958928108215332,-0.0014012516476213932,-0.6958897113800049,-0.7181456685066223,0.0021348395384848118,0.42923420667648315,-0.308398574590683,0.6610144376754761,0.6869154572486877,0.7259960770606995,0.032815635204315186,0.7263447642326355,-0.6873282790184021,0.0018311897292733192,0.5120955109596252,0.20218829810619354,0.06999993324279785,1.0,2.993108694226976e-08,-1.547375774180182e-07,-2.993108694226976e-08,1.0,-5.422797766385656e-09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5120955109596252,0.20218829810619354,0.5699999332427979,-1.3435885648505064e-07,-0.0,-1.0000001192092896,0.0,1.0,-0.0,0.0,0.3494022488594055,-0.3046668767929077,0.46116122603416443,-0.024483243003487587,0.2677595615386963,0.9631747007369995,0.8274203538894653,-0.5352850556373596,0.1698399782180786,0.0
2,0,LEFT_APPROACH_PRE,0.452890545129776,0.30520153045654297,0.6670253276824951,0.739648163318634,-0.6729853749275208,-0.0033472152426838875,-0.6729796528816223,-0.7396557927131653,0.0027928026393055916,0.41494783759117126,-0.31524011492729187,0.646248996257782,0.6666613221168518,0.7422438859939575,0.0680932104587555,0.7438328266143799,-0.6683590412139893,0.0029499437659978867,0.5120955109596252,0.20218829810619354,0.06999993324279785,1.0,2.993108694226976e-08,-1.547375774180182e-07,-2.993108694226976e-08,1.0,-5.422797766385656e-09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5120955109596252,0.20218829810619354,0.5699999332427979,-1.3435885648505064e-07,-0.0,-1.0000001192092896,0.0,1.0,-0.0,0.0,0.3494022488594055,-0.3046668767929077,0.46116122603416443,-0.024483243003487587,0.2677595615386963,0.9631747007369995,0.8274203538894653,-0.5352850556373596,0.1698399782180786,0.0
3,0,LEFT_APPROACH_PRE,0.460539311170578,0.30480924248695374,0.6620984077453613,0.7671640515327454,-0.6414376497268677,-0.004131954628974199,-0.6414320468902588,-0.7671750783920288,0.002728494117036462,0.4017949104309082,-0.32217642664909363,0.6323266625404358,0.6466454267501831,0.7553876042366028,0.10601557791233063,0.75931316614151,-0.6507062911987305,0.004989989101886749,0.5120955109596252,0.20218829810619354,0.06999993324279785,1.0,2.993108694226976e-08,-1.547375774180182e-07,-2.993108694226976e-08,1.0,-5.422797766385656e-09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5120955109596252,0.20218829810619354,0.5699999332427979,-1.3435885648505064e-07,-0.0,-1.0000001192092896,0.0,1.0,-0.0,0.0,0.3494022488594055,-0.3046668767929077,0.46116122603416443,-0.024483243003487587,0.2677595615386963,0.9631747007369995,0.8274203538894653,-0.5352850556373596,0.1698399782180786,0.0
4,0,LEFT_APPROACH_PRE,0.4693390727043152,0.30448341369628906,0.6572902798652649,0.795557975769043,-0.6058621406555176,-0.0043067228980362415,-0.6058539152145386,-0.795569658279419,0.0031493916176259518,0.3903171420097351,-0.32836881279945374,0.6187060475349426,0.6267420053482056,0.7656311392784119,0.14492523670196533,0.773044764995575,-0.6343023777008057,0.007880385965108871,0.5120955109596252,0.20218829810619354,0.06999993324279785,1.0,2.993108694226976e-08,-1.547375774180182e-07,-2.993108694226976e-08,1.0,-5.422797766385656e-09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5120955109596252,0.20218829810619354,0.5699999332427979,-1.3435885648505064e-07,-0.0,-1.0000001192092896,0.0,1.0,-0.0,0.0,0.3494022488594055,-0.3046668767929077,0.46116122603416443,-0.024483243003487587,0.2677595615386963,0.9631747007369995,0.8274203538894653,-0.5352850556373596,0.1698399782180786,0.0
5,0,LEFT_APPROACH_PRE,0.4784088134765625,0.30407488346099854,0.6525428891181946,0.8225583434104919,-0.5686653852462769,-0.004186030011624098,-0.5686556100845337,-0.8225690722465515,0.003357709152624011,0.38037794828414917,-0.3337540328502655,0.6054415702819824,0.606847882270813,0.7730958461761475,0.18454937636852264,0.7852135896682739,-0.6191172003746033,0.0115509033203125,0.5120955109596252,0.20218829810619354,0.06999993324279785,1.0,2.993108694226976e-08,-1.547375774180182e-07,-2.993108694226976e-08,1.0,-5.422797766385656e-09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5120955109596252,0.20218829810619354,0.5699999332427979,-1.3435885648505064e-07,-0.0,-1.0000001192092896,0.0,1.0,-0.0,0.0,0.3494022488594055,-0.3046668767929077,0.46116122603416443,-0.024483243003487587,0.2677595615386963,0.9631747007369995,0.8274203538894653,-0.5352850556373596,0.1698399782180786,0.0
6,0,LEFT_APPROACH_PRE,0.48705872893333435,0.30325111746788025,0.6479141712188721,0.8471586108207703,-0.5313257575035095,-0.003906507045030594,-0.5313155055046082,-0.847167432308197,0.0034060580655932426,0.371837317943573,-0.33832892775535583,0.5926260352134705,0.5868940949440002,0.7778542041778564,0.22471801936626434,0.7959538698196411,-0.6051483154296875,0.015915073454380035,0.5120955109596252,0.20218829810619354,0.06999993324279785,1.0,2.993108694226976e-08,-1.547375774180182e-07,-2.993108694226976e-08,1.0,-5.422797766385656e-09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5120955109596252,0.20218829810619354,0.5699999332427979,-1.3435885648505064e-07,-0.0,-1.0000001192092896,0.0,1.0,-0.0,0.0,0.3494022488594055,-0.3046668767929077,0.46116122603416443,-0.024483243003487587,0.2677595615386963,0.9631747007369995,0.8274203538894653,-0.5352850556373596,0.1698399782180786,0.0
7,0,LEFT_APPROACH_PRE,0.4948633015155792,0.30187949538230896,0.6435110569000244,0.8690424561500549,-0.4947248101234436,-0.003549646120518446,-0.4947146773338318,-0.8690489530563354,0.0033770380541682243,0.36456555128097534,-0.34210190176963806,0.5803331732749939,0.566810667514801,0.7799761295318604,0.2652602791786194,0.8053872585296631,-0.5923810005187988,0.02088809758424759,0.5120955109596252,0.20218829810619354,0.06999993324279785,1.0,2.993108694226976e-08,-1.547375774180182e-07,-2.993108694226976e-08,1.0,-5.422797766385656e-09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5120955109596252,0.20218829810619354,0.5699999332427979,-1.3435885648505064e-07,-0.0,-1.0000001192092896,0.0,1.0,-0.0,0.0,0.3494022488594055,-0.3046668767929077,0.46116122603416443,-0.024483243003487587,0.2677595615386963,0.9631747007369995,0.8274203538894653,-0.5352850556373596,0.1698399782180786,0.0
8,0,LEFT_APPROACH_PRE,0.501580536365509,0.29993879795074463,0.6394277811050415,0.888240396976471,-0.4593680500984192,-0.003159099956974387,-0.4593585729598999,-0.8882447481155396,0.003308437531813979,0.3584460914134979,-0.34509190917015076,0.568619430065155,0.5465312600135803,0.7795215845108032,0.3060224950313568,0.8136199712753296,-0.5807979702949524,0.02638930082321167,0.5120955109596252,0.20218829810619354,0.06999993324279785,1.0,2.993108694226976e-08,-1.547375774180182e-07,-2.993108694226976e-08,1.0,-5.422797766385656e-09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5120955109596252,0.20218829810619354,0.5699999332427979,-1.3435885648505064e-07,-0.0,-1.0000001192092896,0.0,1.0,-0.0,0.0,0.3494022488594055,-0.3046668767929077,0.46116122603416443,-0.024483243003487587,0.2677595615386963,0.9631747007369995,0.8274203538894653,-0.5352850556373596,0.1698399782180786,0.0
9,0,LEFT_APPROACH_PRE,0.5070908665657043,0.29743924736976624,0.6357240676879883,0.9049410820007324,-0.4255279004573822,-0.0027607628144323826,-0.42551931738853455,-0.9049437046051025,0.0032093352638185024,0.35337236523628235,-0.34732282161712646,0.5575270056724548,0.5259886980056763,0.7765459418296814,0.34686073660850525,0.8207480311393738,-0.5703744292259216,0.032340630888938904,0.5120955109596252,0.20218829810619354,0.06999993324279785,1.0,2.993108694226976e-08,-1.547375774180182e-07,-2.993108694226976e-08,1.0,-5.422797766385656e-09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5120955109596252,0.20218829810619354,0.5699999332427979,-1.3435885648505064e-07,-0.0,-1.0000001192092896,0.0,1.0,-0.0,0.0,0.3494022488594055,-0.3046668767929077,0.46116122603416443,-0.024483243003487587,0.2677595615386963,0.9631747007369995,0.8274203538894653,-0.5352850556373596,0.1698399782180786,0.0
10,0,LEFT_APPROACH_PRE,0.511397123336792,0.29441776871681213,0.632413387298584,0.9193898439407349,-0.3933403789997101,-0.0023729470558464527,-0.3933328688144684,-0.9193910956382751,0.003093698062002659,0.34924888610839844,-0.348823219537735,0.5470868945121765,0.505113959312439,0.7710949182510376,0.3876500725746155,0.8268566131591797,-0.5610818266868591,0.03867018222808838,0.5120955109596252,0.20218829810619354,0.06999993324279785,1.0,2.993108694226976e-08,-1.547375774180182e-07,-2.993108694226976e-08,1.0,-5.422797766385656e-09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5120955109596252,0.20218829810619354,0.5699999332427979,-1.3435885648505064e-07,-0.0,-1.0000001192092896,0.0,1.0,-0.0,0.0,0.3494022488594055,-0.3046668767929077,0.46116122603416443,-0.024483243003487587,0.2677595615386963,0.9631747007369995,0.8274203538894653,-0.5352850556373596,0.1698399782180786,0.0
11,0,LEFT_APPROACH_PRE,0.5145717263221741,0.2909073233604431,0.6294733285903931,0.931840717792511,-0.3628620505332947,-0.002003659261390567,-0.3628556728363037,-0.9318405389785767,0.0029625443276017904,0.3459838032722473,-0.349631667137146,0.5373251438140869,0.48385927081108093,0.7632283568382263,0.42820873856544495,0.8320221304893494,-0.5528894066810608,0.0453033447265625,0.5120955109596252,0.20218829810619354,0.06999993324279785,1.0,2.993108694226976e-08,-1.547375774180182e-07,-2.993108694226976e-08,1.0,-5.422797766385656e-09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5120955109596252,0.20218829810619354,0.5699999332427979,-1.3435885648505064e-07,-0.0,-1.0000001192092896,0.0,1.0,-0.0,0.0,0.3494022488594055,-0.3046668767929077,0.46116122603416443,-0.024483243003487587,0.2677595615386963,0.9631747007369995,0.8274203538894653,-0.5352850556373596,0.1698399782180786,0.0
12,0,LEFT_APPROACH_PRE,0.5167533755302429,0.2869611084461212,0.6268558502197266,0.9425321817398071,-0.3341112434864044,-0.0016606017015874386,-0.3341059386730194,-0.9425314664840698,0.0028284897562116385,0.3434986472129822,-0.34978315234184265,0.5282573699951172,0.4621638357639313,0.7529876828193665,0.46841663122177124,0.8363130688667297,-0.5457639098167419,0.052175238728523254,0.5120955109596252,0.20218829810619354,0.06999993324279785,1.0,2.993108694226976e-08,-1.547375774180182e-07,-2.993108694226976e-08,1.0,-5.422797766385656e-09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5120955109596252,0.20218829810619354,0.5699999332427979,-1.3435885648505064e-07,-0.0,-1.0000001192092896,0.0,1.0,-0.0,0.0,0.3494022488594055,-0.3046668767929077,0.46116122603416443,-0.024483243003487587,0.2677595615386963,0.9631747007369995,0.8274203538894653,-0.5352850556373596,0.1698399782180786,0.0
13,0,LEFT_APPROACH_PRE,0.5181300044059753,0.28266432881355286,0.6244974136352539,0.9516779184341431,-0.3070950210094452,-0.001352620543912053,-0.3070906698703766,-0.9516763091087341,0.0027043360751122236,0.3417178690433502,-0.3493186831474304,0.5198955535888672,0.4399851858615875,0.7404293417930603,0.5081115961074829,0.8397923111915588,-0.5396684408187866,0.05921947956085205,0.5120955109596252,0.20218829810619354,0.06999993324279785,1.0,2.993108694226976e-08,-1.547375774180182e-07,-2.993108694226976e-08,1.0,-5.422797766385656e-09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5120955109596252,0.20218829810619354,0.5699999332427979,-1.3435885648505064e-07,-0.0,-1.0000001192092896,0.0,1.0,-0.0,0.0,0.3494022488594055,-0.3046668767929077,0.46116122603416443,-0.024483243003487587,0.2677595615386963,0.9631747007369995,0.8274203538894653,-0.5352850556373596,0.1698399782180786,0.0
14,0,LEFT_APPROACH_PRE,0.5189108848571777,0.2781353294849396,0.6223390102386475,0.9594685435295105,-0.28181374073028564,-0.001085174037143588,-0.2818102240562439,-0.9594666361808777,0.002604612149298191,0.34057390689849854,-0.3482779562473297,0.5122474431991577,0.4172786772251129,0.7256025075912476,0.5471558570861816,0.8425166606903076,-0.5345652103424072,0.0663752406835556,0.5120955109596252,0.20218829810619354,0.06999993324279785,1.0,2.993108694226976e-08,-1.547375774180182e-07,-2.993108694226976e-08,1.0,-5.422797766385656e-09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5120955109596252,0.20218829810619354,0.5699999332427979,-1.3435885648505064e-07,-0.0,-1.0000001192092896,0.0,1.0,-0.0,0.0,0.3494022488594055,-0.3046668767929077,0.46116122603416443,-0.024483243003487587,0.2677595615386963,0.9631747007369995,0.8274203538894653,-0.5352850556373596,0.1698399782180786,0.0
