step,phase,phase_name,left_tcp_x,left_tcp_y,left_tcp_z,right_ee_x,right_ee_y,right_ee_z,obj_x,obj_y,obj_z,left_grasped,right_grasped,action_left_dx,action_left_dy,action_left_dz,action_right_dx,action_right_dy,action_right_dz,action_left_gripper,action_right_gripper
15,0,LEFT_APPROACH_PRE,0.5253119468688965,0.2764415144920349,0.6222797632217407,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,0.0015745649887650016,-0.015815796030555412,-0.012140071705555247,0.0,0.0,0.0,0.0,0.0
16,0,LEFT_APPROACH_PRE,0.5263894200325012,0.2719356119632721,0.6202247738838196,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,0.0014039904163515875,-0.015657499680887883,-0.012364122073717518,0.0,0.0,0.0,0.0,0.0
17,0,LEFT_APPROACH_PRE,0.5273400545120239,0.2675713896751404,0.6182774901390076,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,0.0012414123012295278,-0.015473662914963077,-0.012610497670292493,0.0,0.0,0.0,0.0,0.0
18,0,LEFT_APPROACH_PRE,0.5282044410705566,0.26339346170425415,0.616435706615448,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,0.0010780687533309436,-0.01526658924358866,-0.01287513186847554,0.0,0.0,0.0,0.0,0.0
19,0,LEFT_APPROACH_PRE,0.528996467590332,0.2594189941883087,0.6146990656852722,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,0.0009112850172914114,-0.015036115068972039,-0.01315616977884871,0.0,0.0,0.0,0.0,0.0
20,0,LEFT_APPROACH_PRE,0.5297244191169739,0.2556593418121338,0.6130695939064026,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,0.0007396667612719318,-0.014781625510527733,-0.01345200506797352,0.0,0.0,0.0,0.0,0.0
21,0,LEFT_APPROACH_PRE,0.5303949117660522,0.2521214187145233,0.6115463972091675,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,0.000562290305350607,-0.014503005411375116,-0.013760329343810518,0.0,0.0,0.0,0.0,0.0
22,0,LEFT_APPROACH_PRE,0.5310121774673462,0.24880965054035187,0.6101288199424744,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,0.00037905473382370285,-0.014200536882302063,-0.014078390169445676,0.0,0.0,0.0,0.0,0.0
23,0,LEFT_APPROACH_PRE,0.531579315662384,0.24572567641735077,0.6088171005249023,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,0.00019046722449419203,-0.01387481962425386,-0.014403232367451882,0.0,0.0,0.0,0.0,0.0
24,0,LEFT_APPROACH_PRE,0.5320988297462463,0.2428685873746872,0.6076090335845947,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-2.4280521656370837e-06,-0.013527466564385254,-0.014731179262163696,0.0,0.0,0.0,0.0,0.0
25,0,LEFT_APPROACH_PRE,0.5325731039047241,0.24023491144180298,0.6065018773078918,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.000198212000945119,-0.01316082442499168,-0.01505833365473165,0.0,0.0,0.0,0.0,0.0
26,0,LEFT_APPROACH_PRE,0.5330039858818054,0.23781993985176086,0.6054931282997131,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.0003949276212729155,-0.012778078196327078,-0.015380661552173441,0.0,0.0,0.0,0.0,0.0
27,0,LEFT_APPROACH_PRE,0.5333939790725708,0.2356162667274475,0.6045782566070557,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.0005906450594548546,-0.012383283657541471,-0.015694120691220895,0.0,0.0,0.0,0.0,0.0
28,0,LEFT_APPROACH_PRE,0.5337454080581665,0.23361608386039734,0.6037538051605225,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.0007832033411687648,-0.011981113061368396,-0.015994984286865983,0.0,0.0,0.0,0.0,0.0
29,0,LEFT_APPROACH_PRE,0.5340607166290283,0.2318085879087448,0.6030136942863464,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.0009705183574182824,-0.011576669755591937,-0.016280012637829154,0.0,0.0,0.0,0.0,0.0
30,0,LEFT_APPROACH_PRE,0.534342348575592,0.23018310964107513,0.602353036403656,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.0011505929508272865,-0.011175199575786563,-0.0165466325970829,0.0,0.0,0.0,0.0,0.0
31,0,LEFT_APPROACH_PRE,0.5345929265022278,0.22872813045978546,0.6017657518386841,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.0013217720458616636,-0.010782022720891474,-0.016792882560923206,0.0,0.0,0.0,0.0,0.0
32,0,LEFT_APPROACH_PRE,0.5348150134086609,0.2274313122034073,0.6012465953826904,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.001482686942813545,-0.010401702696257833,-0.017017820672702858,0.0,0.0,0.0,0.0,0.0
33,0,LEFT_APPROACH_PRE,0.5350109338760376,0.2262798547744751,0.6007890701293945,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.0016322793234817615,-0.010038346146871506,-0.017221128617071643,0.0,0.0,0.0,0.0,0.0
34,0,LEFT_APPROACH_PRE,0.5351834893226624,0.2252613604068756,0.6003879308700562,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.0017701347082281344,-0.009695102485617559,-0.017403206914476953,0.0,0.0,0.0,0.0,0.0
35,0,LEFT_APPROACH_PRE,0.5353350043296814,0.22436368465423584,0.6000372171401978,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.0018960379950542872,-0.009374474999739254,-0.017564858621707553,0.0,0.0,0.0,0.0,0.0
36,0,LEFT_APPROACH_PRE,0.5354675650596619,0.22357487678527832,0.5997318625450134,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.0020100070453476326,-0.009077832497217208,-0.01770742298670589,0.0,0.0,0.0,0.0,0.0
37,0,LEFT_APPROACH_PRE,0.5355831980705261,0.22288377583026886,0.59946608543396,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.002112418164985788,-0.008806067926064544,-0.017832298146278718,0.0,0.0,0.0,0.0,0.0
38,0,LEFT_APPROACH_PRE,0.5356839299201965,0.22227990627288818,0.5992363095283508,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.002203841488830729,-0.008558924133006773,-0.017941234639164125,0.0,0.0,0.0,0.0,0.0
39,0,LEFT_APPROACH_PRE,0.5357713103294373,0.2217532843351364,0.5990375280380249,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.002284905746932501,-0.008335872461265418,-0.01803586526998779,0.0,0.0,0.0,0.0,0.0
40,0,LEFT_APPROACH_PRE,0.5358471870422363,0.22129496932029724,0.59886634349823,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.002356526296654719,-0.008135760109368693,-0.01811784179354649,0.0,0.0,0.0,0.0,0.0
41,0,LEFT_APPROACH_PRE,0.5359131693840027,0.22089700400829315,0.5987182259559631,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.002419709304454169,-0.00795757180589714,-0.01818851444829755,0.0,0.0,0.0,0.0,0.0
42,0,LEFT_APPROACH_PRE,0.5359697937965393,0.22055158019065857,0.5985914468765259,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.002474743528517608,-0.007799219971680511,-0.01824959759286215,0.0,0.0,0.0,0.0,0.0
43,0,LEFT_APPROACH_PRE,0.5360191464424133,0.22025296092033386,0.5984823703765869,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.0025230672046507754,-0.0076596859522695794,-0.018302003797219028,0.0,0.0,0.0,0.0,0.0
44,0,LEFT_APPROACH_PRE,0.5360616445541382,0.2199944257736206,0.5983885526657104,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.002565108760444429,-0.00753684879345288,-0.018347101332682476,0.0,0.0,0.0,0.0,0.0
45,0,LEFT_APPROACH_PRE,0.5360985398292542,0.21977080404758453,0.5983076691627502,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.002601832390688244,-0.007429099036774823,-0.018385835736037588,0.0,0.0,0.0,0.0,0.0
46,0,LEFT_APPROACH_PRE,0.5361303687095642,0.21957771480083466,0.5982382297515869,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.002633709305664486,-0.007334891302263691,-0.018419091858102907,0.0,0.0,0.0,0.0,0.0
47,0,LEFT_APPROACH_PRE,0.5361577868461609,0.21941106021404266,0.5981786251068115,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.002661321816432927,-0.0072526989736762595,-0.018447648191208914,0.0,0.0,0.0,0.0,0.0
48,0,LEFT_APPROACH_PRE,0.5361815690994263,0.21926699578762054,0.598127007484436,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.002685369240596448,-0.007181056113990578,-0.01847217434763371,0.0,0.0,0.0,0.0,0.0
49,0,LEFT_APPROACH_PRE,0.5362023711204529,0.2191423773765564,0.5980825424194336,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.0027063925552464558,-0.007118577825009235,-0.018493276861773128,0.0,0.0,0.0,0.0,0.0
50,0,LEFT_APPROACH_PRE,0.5362202525138855,0.21903494000434875,0.5980439186096191,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.0027245732288879187,-0.007064434778333353,-0.018511360349339576,0.0,0.0,0.0,0.0,0.0
51,0,LEFT_APPROACH_PRE,0.5362359881401062,0.2189420610666275,0.5980105400085449,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.002740518550999816,-0.007017360037574474,-0.01852690519689348,0.0,0.0,0.0,0.0,0.0
52,0,LEFT_APPROACH_PRE,0.536249041557312,0.21886217594146729,0.5979818105697632,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.0027539592486149752,-0.006976699396018752,-0.01854026359021251,0.0,0.0,0.0,0.0,0.0
53,0,LEFT_APPROACH_PRE,0.5362607836723328,0.2187928408384323,0.5979562997817993,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.00276596927452512,-0.00694137452268258,-0.01855173128600768,0.0,0.0,0.0,0.0,0.0
54,0,LEFT_APPROACH_PRE,0.5362709164619446,0.21873334050178528,0.5979349613189697,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.002776285888151205,-0.00691083301278015,-0.018561590011007153,0.0,0.0,0.0,0.0,0.0
55,0,LEFT_APPROACH_PRE,0.5362797975540161,0.21868173778057098,0.5979162454605103,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.0027853272605401647,-0.006884306907084423,-0.018570090749933387,0.0,0.0,0.0,0.0,0.0
56,0,LEFT_APPROACH_PRE,0.5362875461578369,0.21863707900047302,0.5978999733924866,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.0027932109422892384,-0.006861303859225546,-0.018577418603865616,0.0,0.0,0.0,0.0,0.0
57,0,LEFT_APPROACH_PRE,0.5362940430641174,0.2185986340045929,0.5978860855102539,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.002799882621675138,-0.006841436603188177,-0.018583740272329428,0.0,0.0,0.0,0.0,0.0
58,1,LEFT_APPROACH_GRASP,0.5362998843193054,0.21856538951396942,0.5978739261627197,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.0028058170955408473,-0.00682424795106661,-0.018589164325723037,0.0,0.0,0.0,0.0,0.0
59,1,LEFT_APPROACH_GRASP,0.5363047122955322,0.21853673458099365,0.5978635549545288,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.0002567955438864968,-0.000622109707879726,-0.019988672681296324,0.0,0.0,0.0,0.0,0.0
60,1,LEFT_APPROACH_GRASP,0.5380469560623169,0.2169477790594101,0.591355562210083,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.0003703788165172326,-0.0005358928813265679,-0.019989388143513018,0.0,0.0,0.0,0.0,0.0
61,1,LEFT_APPROACH_GRASP,0.5404935479164124,0.2145068645477295,0.5828143954277039,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.0005368201280557517,-0.00039453674228708674,-0.019988901043056364,0.0,0.0,0.0,0.0,0.0
62,1,LEFT_APPROACH_GRASP,0.5430668592453003,0.2118930220603943,0.5739962458610535,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.000721478054968456,-0.00023407273709372708,-0.019985611808747524,0.0,0.0,0.0,0.0,0.0
63,1,LEFT_APPROACH_GRASP,0.5456207990646362,0.20928771793842316,0.5651497840881348,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.0009157321034667588,-6.465278857523058e-05,-0.019978920259403656,0.0,0.0,0.0,0.0,0.0
64,1,LEFT_APPROACH_GRASP,0.5481066107749939,0.2067510038614273,0.5563070178031921,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.0011168948614656694,0.00011030828125684358,-0.019968484618305863,0.0,0.0,0.0,0.0,0.0
65,1,LEFT_APPROACH_GRASP,0.5505034327507019,0.2043071836233139,0.5474756360054016,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.001323970658422233,0.0002894784720676832,-0.019954029766186238,0.0,0.0,0.0,0.0,0.0
66,1,LEFT_APPROACH_GRASP,0.552801787853241,0.20196747779846191,0.5386595129966736,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.0015366767358561907,0.00047230954215479634,-0.01993528400364208,0.0,0.0,0.0,0.0,0.0
67,1,LEFT_APPROACH_GRASP,0.5549956560134888,0.1997365802526474,0.529863178730011,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.001754939337427059,0.000658668012566207,-0.01991196485460873,0.0,0.0,0.0,0.0,0.0
68,1,LEFT_APPROACH_GRASP,0.5570800304412842,0.197617769241333,0.5210912823677063,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.001978737688407979,0.0008485010950282795,-0.019883778389737945,0.0,0.0,0.0,0.0,0.0
69,1,LEFT_APPROACH_GRASP,0.5590498447418213,0.19561082124710083,0.5123488903045654,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.002208021824052229,0.0010420201916974078,-0.01985041142003369,0.0,0.0,0.0,0.0,0.0
70,1,LEFT_APPROACH_GRASP,0.5608975887298584,0.1937146931886673,0.5036410093307495,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.0024425114942720517,0.0012395227655092498,-0.019811555237137072,0.0,0.0,0.0,0.0,0.0
71,1,LEFT_APPROACH_GRASP,0.5626122355461121,0.19192662835121155,0.4949752390384674,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.0026815338543178476,0.0014414722616710948,-0.01976693031067242,0.0,0.0,0.0,0.0,0.0
72,1,LEFT_APPROACH_GRASP,0.5641786456108093,0.19024606049060822,0.48635920882225037,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.002923927478028812,0.001648186134497987,-0.01971634171364649,0.0,0.0,0.0,0.0,0.0
73,1,LEFT_APPROACH_GRASP,0.5655784606933594,0.1886826753616333,0.47780466079711914,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.003167997211586418,0.0018590221925295454,-0.019659802393591427,0.0,0.0,0.0,0.0,0.0
74,1,LEFT_APPROACH_GRASP,0.566789984703064,0.18726301193237305,0.46932855248451233,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.003411398957599921,0.002071534474765795,-0.019597732064500294,0.0,0.0,0.0,0.0,0.0
75,1,LEFT_APPROACH_GRASP,0.5677875876426697,0.18603453040122986,0.46095627546310425,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.0036509221264868752,0.002280672579087798,-0.019531239085458087,0.0,0.0,0.0,0.0,0.0
76,1,LEFT_APPROACH_GRASP,0.5685425996780396,0.1850607693195343,0.45272234082221985,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.0038824014073161684,0.0024787560640093915,-0.019462341269426094,0.0,0.0,0.0,0.0,0.0
77,1,LEFT_APPROACH_GRASP,0.5690239071846008,0.18440790474414825,0.44466739892959595,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.0041006263467760215,0.0026564537739844165,-0.01939402271089756,0.0,0.0,0.0,0.0,0.0
78,1,LEFT_APPROACH_GRASP,0.5692042708396912,0.18412521481513977,0.43683531880378723,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.004299832724680873,0.0028047183946428135,-0.019329898946102014,0.0,0.0,0.0,0.0,0.0
79,1,LEFT_APPROACH_GRASP,0.5690711736679077,0.1842285692691803,0.42926129698753357,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.004475053955663193,0.0029170113767301616,-0.019273425661307072,0.0,0.0,0.0,0.0,0.0
80,1,LEFT_APPROACH_GRASP,0.5686336159706116,0.1846936196088791,0.42196306586265564,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.00462332678678592,0.0029909079532111998,-0.019227046550055624,0.0,0.0,0.0,0.0,0.0
81,1,LEFT_APPROACH_GRASP,0.5679241418838501,0.18546679615974426,0.41493991017341614,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.004744507890807637,0.0030276975534633183,-0.019191735002308058,0.0,0.0,0.0,0.0,0.0
82,1,LEFT_APPROACH_GRASP,0.5669891238212585,0.18648163974285126,0.4081783592700958,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.004840610389587549,0.0030310202432841764,-0.01916719612622093,0.0,0.0,0.0,0.0,0.0
83,1,LEFT_APPROACH_GRASP,0.5658794641494751,0.18767453730106354,0.4016588032245636,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.004914953663213205,0.003005117741455543,-0.019152349669125622,0.0,0.0,0.0,0.0,0.0
84,1,LEFT_APPROACH_GRASP,0.5646427273750305,0.18899178504943848,0.39536213874816895,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.004971181321118726,0.002953806575687987,-0.01914581894268257,0.0,0.0,0.0,0.0,0.0
85,1,LEFT_APPROACH_GRASP,0.5633184909820557,0.19039125740528107,0.3892742395401001,1.184249997138977,-0.20929992198944092,0.06084941327571869,0.5320926308631897,0.2083325982093811,0.06999993324279785,0.0,0.0,-0.005012475854486795,0.002880001935425827,-0.019146296630422565,0.0,0.0,0.0,0.0,0.0
