epoch,train_loss,val_loss
0,0.5390427376633158,0.04214877329689056
1,0.1336878384756658,0.018085988654384336
2,0.10148033371868803,0.012012117755984776
3,0.08188191921495196,0.008011108907981127
4,0.06424119771181402,0.009528962913692983
5,0.044717665197734076,0.006791955044781753
6,0.031034121580563737,0.008382092015358965
7,0.02445407544288615,0.005579000917765325
8,0.020465933338440354,0.006629840148353654
9,0.019713696174727176,0.005789889312553207
10,0.017421319330244777,0.004425163074044584
11,0.01656842499065975,0.004496470728004335
12,0.014826163395524767,0.0038623918626987915
13,0.013865909238767266,0.0033728253086797787
14,0.012856926860923212,0.00397517614760488
15,0.012653430678103103,0.004018168949014054
16,0.014986035233911666,0.003582304100117873
17,0.011050739499302594,0.0035767231060540943
18,0.011170659291572967,0.0033542193292048403
19,0.010148828752109805,0.0030829659957841912
20,0.009980080325816421,0.002930745402155447
21,0.009840487677053075,0.0028811917796493893
22,0.009883885433158318,0.00294946256349535
23,0.009533157606239637,0.0032778254138986947
24,0.009431860676119827,0.0027048237927704086
25,0.008967592154041828,0.00265900624947102
26,0.009329310861602972,0.0025409230706541497
27,0.009721816732448636,0.0030482588632247272
28,0.008863376997449431,0.002910344453554645
29,0.008435771605586237,0.0024148218428912977
30,0.008443921472806358,0.0028741474029618454
31,0.00859598324935485,0.0022034836811703723
32,0.008103699578547723,0.0024290294728450497
33,0.008223898218478326,0.0023797841387486413
34,0.008290252018867178,0.002545513562136087
35,0.00789602276061881,0.0031440938216443543
36,0.010880787706747106,0.0027660261891954414
37,0.007816433107635854,0.002429746040588473
38,0.007273829065121459,0.0029280780856783917
39,0.008736635687301484,0.0024330225351280963
40,0.007431969028048075,0.002414913941224979
41,0.007068061970288853,0.002042668551847564
42,0.006793090989635943,0.0020575274334746923
43,0.007421374412888926,0.0020932090541207877
44,0.006936653283469673,0.0022802107155919797
45,0.006686155759970798,0.002199033598748097
46,0.00657354390976806,0.002144386371688402
47,0.006579309158261707,0.00187060336245968
48,0.006875746879395299,0.0020233566029863323
49,0.006528492150303266,0.0018836411008114349
50,0.007094871204368236,0.0021941889709441733
51,0.006386858081965984,0.0020150785874079743
52,0.00638759206124141,0.0016660441837929249
53,0.006288625470104888,0.002207822221388564
54,0.00626801603431452,0.0019218353280835779
55,0.006409302547759489,0.0018244420671942707
56,0.0062986848982239186,0.0019130384970536065
57,0.006200715048868607,0.002035789655584136
58,0.00606740481788797,0.0019299202881695174
59,0.006258577873076736,0.0022418702017724867
60,0.006699714392674528,0.0019319134493365466
61,0.0062373131740119684,0.001804106886510686
62,0.005882803393503321,0.0018391614131906084
